1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
3502343542_f9b46688e5.jpg#zhm#0 一个戴着白色头盔的女人在攀岩时朝上看。
3502343542_f9b46688e5.jpg#zhm#1 一个女人正爬上一座陡峭的、有水流过的山。
3502343542_f9b46688e5.jpg#zhm#2 人们在爬山。
3502343542_f9b46688e5.jpg#zhm#3 人们爬上一个陡峭的悬崖。
3502343542_f9b46688e5.jpg#zhm#4 这些头戴钢盔的人正在户外攀岩。
3502993968_4ee36afb0e.jpg#zhm#0 一个骑在绿色运动衫的自行车骑手沿着公路骑行。
3502993968_4ee36afb0e.jpg#zhm#1 一个自行车手为了一张照片回头看相机。
3502993968_4ee36afb0e.jpg#zhm#2 一个穿着黄色球衣，戴着头盔的自行车运动员。
3502993968_4ee36afb0e.jpg#zhm#3 一个穿着安全背心的人在公路上骑自行车。
3502993968_4ee36afb0e.jpg#zhm#4 一个穿着黄色T恤骑着一辆蓝色自行车正在快速移动。
3503623999_bbd5dcfb18.jpg#zhm#0 人群中一个男人戴着一顶红色的帽子，脸上戴着一条红色的大手帕。
3503623999_bbd5dcfb18.jpg#zhm#1 一个头发编成辫子，戴着红色帽子，脸被红色印花大手帕盖住的人。
3503623999_bbd5dcfb18.jpg#zhm#2 一个戴着帽子和红色面巾的女人站在一群穿着类似衣服的人群中间。
3503623999_bbd5dcfb18.jpg#zhm#3 一个戴着红帽子红色印花大手帕的女人身后跟着一个戴着红色印花大手帕的男人。
3503623999_bbd5dcfb18.jpg#zhm#4 那位女士脸上戴着一个印花的大手帕来保护她的脸免受灰尘。
3503689049_63212220be.jpg#zhm#0 一个戴着墨镜穿着白色衬衫的非洲裔美国人在笑着。
3503689049_63212220be.jpg#zhm#1 一个戴着墨镜的年轻黑人正在咧开大笑。
3503689049_63212220be.jpg#zhm#2 一个戴着黑色墨镜微笑的年轻男人。
3503689049_63212220be.jpg#zhm#3 一个带着墨镜，穿着T恤的光头黑人微笑着。
3503689049_63212220be.jpg#zhm#4 正在微笑的黑人男性穿着一件白色的体恤戴着黑色墨镜。
350443876_c9769f5734.jpg#zhm#0 一个小婴儿正跟着某个人爬梯子。
350443876_c9769f5734.jpg#zhm#1 一个小女孩正在爬梯子。
350443876_c9769f5734.jpg#zhm#2 一个人在梯子上，一个婴儿在他的下面。
350443876_c9769f5734.jpg#zhm#3 一个人站在梯子的顶端，一个小女孩开始爬上去。
350443876_c9769f5734.jpg#zhm#4 一个人站在一个梯子上，一个小孩爬上梯子的底部。
3504881781_6a842e043b.jpg#zhm#0 一群人正在改变炮弹的外壳。
3504881781_6a842e043b.jpg#zhm#1 一群人装载着大炮。
3504881781_6a842e043b.jpg#zhm#2 几个男人装着金属炮弹。
3504881781_6a842e043b.jpg#zhm#3 几个人在修理机器。
3504881781_6a842e043b.jpg#zhm#4 一些人试着给一个看起来像是加农炮的东西装弹。
3506468593_7e41a6d9f1.jpg#zhm#0 女孩在水面的藤蔓上荡秋千。
3506468593_7e41a6d9f1.jpg#zhm#1 一个女孩试着通过抓住一根藤从而使她不会掉进水中。
3506468593_7e41a6d9f1.jpg#zhm#2 一个穿着粉色衣服的女孩在一条小溪的上面荡秋千。
3506468593_7e41a6d9f1.jpg#zhm#3 一个女孩在一个小池塘上方用绳子荡秋千。
3506468593_7e41a6d9f1.jpg#zhm#4 抓着一条树藤在水面上摆动的女人。
3506560025_8d0f4f9ac4.jpg#zhm#0 一位女士看向右侧，拿着一个迷你相机。
3506560025_8d0f4f9ac4.jpg#zhm#1 一个有着棕色卷发的女士拿着相机站在人群中。
3506560025_8d0f4f9ac4.jpg#zhm#2 一个拿着相机的女人。
3506560025_8d0f4f9ac4.jpg#zhm#3 一个女人站在人群中拿着以恶搞照相机。
3506560025_8d0f4f9ac4.jpg#zhm#4 在一个拥挤的区域，带着一个相机的女人正看向一边。
3507076266_8b17993fbb.jpg#zhm#0 穿着棕色夹克的男人牵着一匹黑色骏马。
3507076266_8b17993fbb.jpg#zhm#1 一个人正牵着一匹大黑马走。
3507076266_8b17993fbb.jpg#zhm#2 穿着棕色夹克牵着黑马的男人。
3507076266_8b17993fbb.jpg#zhm#3 一个男人在人群的注视下牵着一匹黑马。
3507076266_8b17993fbb.jpg#zhm#4 男人正和一匹役用马一起走。
3514019869_7de4ece2a5.jpg#zhm#0 棕黑相间的狗跳过两个白色紫色相间的钢管。
3514019869_7de4ece2a5.jpg#zhm#1 一只狗在草地上跳过一个栏杆。
3514019869_7de4ece2a5.jpg#zhm#2 一只狗跳过一个障碍物。
3514019869_7de4ece2a5.jpg#zhm#3 黑棕相间的狗跳过有白色支架的障碍。
3514019869_7de4ece2a5.jpg#zhm#4 在户外狗狗秀中表演的狗。
3514179514_cbc3371b92.jpg#zhm#0 一个棒球运动员试着去抓球，而另一个运动员跑向基地。
3514179514_cbc3371b92.jpg#zhm#1 一个棒球运动员抓住球，同时击球手到达垒上。
3514179514_cbc3371b92.jpg#zhm#2 社区比赛中，一个垒球手试图去接住垒球，同时跑垒员试图去跑到垒地。
3514179514_cbc3371b92.jpg#zhm#3 比赛中一名裁判蹲下身，接着球，同时对方球员跑向本垒。
3514179514_cbc3371b92.jpg#zhm#4 两个孩子正在打棒球。
3516825206_5750824874.jpg#zhm#0 一个笑着的女人躺在坐在鹅卵石上的男人的腿上。
3516825206_5750824874.jpg#zhm#1 一个女人和一个赤脚的男人躺在岩石地面上。
3516825206_5750824874.jpg#zhm#2 一个头发凌乱的女孩躺在石头上，并把她的头枕在躺在她身边的一个男孩身上。
3516825206_5750824874.jpg#zhm#3 两个人躺在灰色的岩石上。
3516825206_5750824874.jpg#zhm#4 年轻的男人和女人在石头上伸展四肢，前面放着一些包装袋。
3518126579_e70e0cbb2b.jpg#zhm#0 一个人骑着东西下台阶。
3518126579_e70e0cbb2b.jpg#zhm#1 一个人在长长的室外楼梯上滑下来。
3518126579_e70e0cbb2b.jpg#zhm#2 一个年轻的男人正在尝试着骑独轮车下户外布满苔藓的楼梯。
3518126579_e70e0cbb2b.jpg#zhm#3 一个人蹬着小自行车下楼梯。
3518126579_e70e0cbb2b.jpg#zhm#4 两个男人从石阶上走下来，一个正骑着独轮车。
3521374954_37371b49a4.jpg#zhm#0 一个小女孩和小男孩站在一把吉他和一个鼓旁。
3521374954_37371b49a4.jpg#zhm#1 一个大笑着的小女孩和一个男孩正在玩一个大鼓。
3521374954_37371b49a4.jpg#zhm#2 两个小孩子正在敲着一个小手鼓。
3521374954_37371b49a4.jpg#zhm#3 两个金发的小孩子敲着鼓，一个小孩子微笑着。
3521374954_37371b49a4.jpg#zhm#4 两个年轻的孩子正在玩一架鼓。
3523471597_87e0bf3b21.jpg#zhm#0 一对夫妇正在看一个区域地图。
3523471597_87e0bf3b21.jpg#zhm#1 一个男人和女人正站在一个艺术画廊的前面，看着地图。
3523471597_87e0bf3b21.jpg#zhm#2 游客查看着一个指示牌。
3523471597_87e0bf3b21.jpg#zhm#3 有两个人在读一个在博物馆前的标志。
3523471597_87e0bf3b21.jpg#zhm#4 两个人在博物馆前读一个标志。
3523474077_16e14bc54c.jpg#zhm#0 一个手持数码相机站在巨大建筑物外面的人。
3523474077_16e14bc54c.jpg#zhm#1 一个穿着蓝色衬衫的男人拿着一个相机。
3523474077_16e14bc54c.jpg#zhm#2 一个穿着蓝色圆领衫的男人拿着一个照相机。
3523474077_16e14bc54c.jpg#zhm#3 身穿蓝色衣服的男人拿着相机。
3523474077_16e14bc54c.jpg#zhm#4 穿着蓝色T恤的那个男人正拿着一个相机靠近一个背着背包的男孩。
3523559027_a65619a34b.jpg#zhm#0 一大片场地上站着穿红色，白色，蓝色衣服的人。
3523559027_a65619a34b.jpg#zhm#1 许多人在场地中站成队形。
3523559027_a65619a34b.jpg#zhm#2 一个场地中排成队形的仪仗队。
3523559027_a65619a34b.jpg#zhm#3 开阔的球场上，人群站成不同的队伍。
3523559027_a65619a34b.jpg#zhm#4 这群人在操场上做单文件行。
352382023_7605223d1c.jpg#zhm#0 一只狗叼着一根棍子在水中行走。
352382023_7605223d1c.jpg#zhm#1 一只嘴里钳着一根棍子的狗正穿过水。
352382023_7605223d1c.jpg#zhm#2 一只嘴里叼着一根棍子的棕色大狗从水里走出来。
352382023_7605223d1c.jpg#zhm#3 一只潮湿的狗嘴里叼着一根棍子。
352382023_7605223d1c.jpg#zhm#4 从水里取回木棒的狗。
3523874798_9ba2fa46e3.jpg#zhm#0 一个穿白衬衫戴绿色头盔的男孩骑着滑板下台阶。
3523874798_9ba2fa46e3.jpg#zhm#1 一个戴着头盔和手套的孩子踏着滑板空降下来。
3523874798_9ba2fa46e3.jpg#zhm#2 一个戴着头盔的小男孩在滑板上做技巧。
3523874798_9ba2fa46e3.jpg#zhm#3 一个小男孩正在完成一个滑板跳跃。
3523874798_9ba2fa46e3.jpg#zhm#4 男孩做了一个滑板特技。
352981175_16ff5c07e4.jpg#zhm#0 一位滑雪者帮助同伴从雪中起身。
352981175_16ff5c07e4.jpg#zhm#1 一个登山者在雪地里帮助另一个人。
352981175_16ff5c07e4.jpg#zhm#2 一个登山者正跪在地上，旁边是另一个站着的登山者。
352981175_16ff5c07e4.jpg#zhm#3 两个登山者在雪中调整缆绳器械。
352981175_16ff5c07e4.jpg#zhm#4 两个人正在雪地里徒步行走。
3530843182_35af2c821c.jpg#zhm#0 一对夫妇在一辆红色轿车前以不同方式戴墨镜。
3530843182_35af2c821c.jpg#zhm#1 戴着墨镜的一个男孩和一个女孩，后面有一辆红色的汽车。
3530843182_35af2c821c.jpg#zhm#2 一个戴着墨镜的男人和一个戴着帽子的女人在一辆汽车前面。
3530843182_35af2c821c.jpg#zhm#3 站在红色跑车前的一个戴着墨镜的男人看着他身边的戴着白色帽子，红色围巾的女人。
3530843182_35af2c821c.jpg#zhm#4 一个戴着针织帽和太阳镜的女人微笑着，而她旁边的那个穿着格子衬衫戴着太阳镜的男人向她后面看去。
353180303_6a24179c50.jpg#zhm#0 一个盛装打扮的女人对着镜子化妆。
353180303_6a24179c50.jpg#zhm#1 一个戴着羽毛头饰、手里拿着口红的歌舞女郎看着镜子。
353180303_6a24179c50.jpg#zhm#2 一个歌舞女郎对着镜子涂口红。
353180303_6a24179c50.jpg#zhm#3 一个穿着高档服装的女人在镜子前补妆。
353180303_6a24179c50.jpg#zhm#4 在抹口红的盛装打扮的女人。
3532205154_5674b628ea.jpg#zhm#0 一个男人检查女人戴着的漂亮的项链。
3532205154_5674b628ea.jpg#zhm#1 一个人站在一个女人的对面，在她看向他时握着她的项链。
3532205154_5674b628ea.jpg#zhm#2 一个脸上有震惊表情的男人正拿着一个女人脖子上的一个串珠项链。
3532205154_5674b628ea.jpg#zhm#3 戴着黑帽子的男人抓住了棕色头发女人的项链。
3532205154_5674b628ea.jpg#zhm#4 有一个男人在看一个女孩的项链。
3537400880_8f410d747d.jpg#zhm#0 一个女孩从蹦床上跳起来做空中分腿。
3537400880_8f410d747d.jpg#zhm#1 一个年轻的女人在蹦床上跳跃。
3537400880_8f410d747d.jpg#zhm#2 一个穿着黑白相间上衣和黑色紧身裤的女孩在跳蹦床。
3537400880_8f410d747d.jpg#zhm#3 这个女孩在蹦床上跳跃，在后院室外。
3537400880_8f410d747d.jpg#zhm#4 在蹦床上正跳起来的女人。
3538213870_9856a76b2a.jpg#zhm#0 一个穿粉红色裙子的女孩在旋转。
3538213870_9856a76b2a.jpg#zhm#1 一个穿着粉红色和绿色的连衣裙的小女孩在跳舞。
3538213870_9856a76b2a.jpg#zhm#2 一个穿着花裙子的小女孩在旋转。
3538213870_9856a76b2a.jpg#zhm#3 一个穿着粉色裙子的小女孩跳着舞。
3538213870_9856a76b2a.jpg#zhm#4 穿着绿色连衣裙带粉红花的金发女孩。
3539767254_c598b8e6c7.jpg#zhm#0 人划着小船穿过运河，周围有其他船。
3539767254_c598b8e6c7.jpg#zhm#1 一个男人正驶着一辆乘着人的贡多拉在河上，旁边围绕着建筑物。
3539767254_c598b8e6c7.jpg#zhm#2 一个男人沿着水道划着贡多拉船。
3539767254_c598b8e6c7.jpg#zhm#3 运河里船上的人。
3539767254_c598b8e6c7.jpg#zhm#4 那个贡多拉正在运河里撑他的船。
3540416981_4e74f08cbb.jpg#zhm#0 一个狗追着一个绑在绳子上的填充动物。
3540416981_4e74f08cbb.jpg#zhm#1 一只黑白相间的狗追着一个绳子牵着的诱引动物。
3540416981_4e74f08cbb.jpg#zhm#2 一直白色的狗正在追赶着一个被绳子拉着的毛绒玩具。
3540416981_4e74f08cbb.jpg#zhm#3 一只白色的狗追逐着一个连接在穿过草地的绳子上的玩具。
3540416981_4e74f08cbb.jpg#zhm#4 那只白狗正在绿草地上奔跑。
3541474181_489f19fae7.jpg#zhm#0 一个人在滑雪板。
3541474181_489f19fae7.jpg#zhm#1 一个穿着红衣服的滑雪板者正在表演空中特技。
3541474181_489f19fae7.jpg#zhm#2 一个滑雪运动员在雪山上腾空跃起。
3541474181_489f19fae7.jpg#zhm#3 一个滑雪者在空中。
3541474181_489f19fae7.jpg#zhm#4 一个滑雪者在一个雪坡上跳入空中。
3542484764_77d8920ec9.jpg#zhm#0 一个人在玩板球，他的球拍指向天空。
3542484764_77d8920ec9.jpg#zhm#1 穿着白衣服的男人在做运动。
3542484764_77d8920ec9.jpg#zhm#2 板球运动员在空中挥舞击球棒。
3542484764_77d8920ec9.jpg#zhm#3 一个穿着护膝的人挥动板球棒。
3542484764_77d8920ec9.jpg#zhm#4 穿着白色衣服带着白色防护垫的男人正在练习一项运动。
3544793763_b38546a5e8.jpg#zhm#0 一个穿着黑裤的拳击运动员正对着穿白裤的拳击运动员挥拳。
3544793763_b38546a5e8.jpg#zhm#1 一个穿着黑色短裤的人正在和一个穿着白色短裤的人打拳击。
3544793763_b38546a5e8.jpg#zhm#2 一个身穿黑色拳击短裤和白色拳击手套的男子与一个身穿白色拳击短裤和白色拳击手套的男子正在拳击场上进行搏击。
3544793763_b38546a5e8.jpg#zhm#3 两个拳击手在昏暗座位包围的明亮的拳击场上打拳击。
3544793763_b38546a5e8.jpg#zhm#4 在一场拳击比赛中两个带着白色手套的男人在战斗。
3545586120_283d728a97.jpg#zhm#0 高个子的人试图阻止矮个子的人。
3545586120_283d728a97.jpg#zhm#1 两个拳击手凶猛地攻击对方。
3545586120_283d728a97.jpg#zhm#2 两个戴着白色手套的拳击手正在搏击。
3545586120_283d728a97.jpg#zhm#3 两个戴着白色拳击手套的男人在拳击场上。
3545586120_283d728a97.jpg#zhm#4 两个带着白色手套的男人在一个昏暗的拳击场打拳击。
3545652636_0746537307.jpg#zhm#0 一个男孩足球运动员奔跑在场地中。
3545652636_0746537307.jpg#zhm#1 一个穿着红色衣服的小男孩跑向一个足球。
3545652636_0746537307.jpg#zhm#2 一个穿着红色足球服的年轻男孩在足球场上踢足球，另一个穿着蓝色足球服孩子在后面看。
3545652636_0746537307.jpg#zhm#3 一个穿着红色制服的小男孩踢足球。
3545652636_0746537307.jpg#zhm#4 穿着红色衣服小男孩准备好题足球，而其他男孩在看着。
354642192_3b7666a2dd.jpg#zhm#0 一个人浮在岩石和瀑布附近的水中。
354642192_3b7666a2dd.jpg#zhm#1 一个人在背景有着一个瀑布的美丽的湖泊中游泳。
354642192_3b7666a2dd.jpg#zhm#2 一个人在周围有岩石和一个小型瀑布的水池里游泳。
354642192_3b7666a2dd.jpg#zhm#3 一个人在一个瀑布下的水域中游泳。
354642192_3b7666a2dd.jpg#zhm#4 一个人在一个瀑布旁边的水池游泳。
3549583146_3e8bb2f7e9.jpg#zhm#0 一个戴着蓝色头盔的男孩骑着一辆自行车。
3549583146_3e8bb2f7e9.jpg#zhm#1 一个小男孩张着嘴在室外骑自行车经过石墙。
3549583146_3e8bb2f7e9.jpg#zhm#2 一个小男孩骑着一辆自行车。
3549583146_3e8bb2f7e9.jpg#zhm#3 一个戴着头盔的小男孩在公园里骑自行车。
3549583146_3e8bb2f7e9.jpg#zhm#4 带着红蓝相间的头盔的男孩骑着他的自行车。
3554634863_5f6f616639.jpg#zhm#0 一群人正站在一个身着黄色西装的音乐家周围。
3554634863_5f6f616639.jpg#zhm#1 一个穿着黄色衣服的人在人群边上设置乐器。
3554634863_5f6f616639.jpg#zhm#2 在一个满是乐器的舞台旁边的一个音乐家和一群人。
3554634863_5f6f616639.jpg#zhm#3 一个穿黄色衣服的戴着黄色帽子的人靠向他右侧的乐器。
3554634863_5f6f616639.jpg#zhm#4 穿着黄色的西装的男人站在乐器和人群旁边。
3556598205_86c180769d.jpg#zhm#0 一个摩托车手在四轮机车上泥土飞溅。
3556598205_86c180769d.jpg#zhm#1 一个男人骑着四轮车穿过尘土。
3556598205_86c180769d.jpg#zhm#2 一个人驾驶着一辆ATV穿过泥地。
3556598205_86c180769d.jpg#zhm#3 一个骑着全地形赛车的人溅起尘土。
3556598205_86c180769d.jpg#zhm#4 一个四驱车将尘土飞溅入空中。
3558370311_5734a15890.jpg#zhm#0 一个骑自行车的人在一个公共滑板和自行车公园空中跳跃。
3558370311_5734a15890.jpg#zhm#1 一个骑着自行车的人飞在坡道上的半空中，做一个把戏。
3558370311_5734a15890.jpg#zhm#2 一个在半空中做着单车特技的男人。
3558370311_5734a15890.jpg#zhm#3 一个人跳上一个斜坡，背景里有三个人。
3558370311_5734a15890.jpg#zhm#4 自行车手在空中做了个特技。
3562050678_4196a7fff3.jpg#zhm#0 走道上的一群人。
3562050678_4196a7fff3.jpg#zhm#1 一群人在山上的之字路上。
3562050678_4196a7fff3.jpg#zhm#2 阳光灿烂的日子里，人们站在一个风景区里。
3562050678_4196a7fff3.jpg#zhm#3 人们站在一条通往山上的蜿蜒的通道底部。
3562050678_4196a7fff3.jpg#zhm#4 在清澈的蓝天下游客们正站在一个观山点。
3564312955_716e86c48b.jpg#zhm#0 一个穿着粉红色泳衣躺在浅水滩的一个小孩的特写镜头。
3564312955_716e86c48b.jpg#zhm#1 一个小女孩躺在水里微笑着。
3564312955_716e86c48b.jpg#zhm#2 一个穿着粉红色泳衣的小孩微笑的躺在水里。
3564312955_716e86c48b.jpg#zhm#3 一个穿着粉白色泳衣的黑头发的小女孩躺在三英寸深的水中微笑着。
3564312955_716e86c48b.jpg#zhm#4 穿着泳装的小女孩趴在水中对着照相机微笑。
3564543247_05cdbc31cf.jpg#zhm#0 两个男孩跳跃到一个室外游泳池里。
3564543247_05cdbc31cf.jpg#zhm#1 两个男孩正跳进池里。
3564543247_05cdbc31cf.jpg#zhm#2 两个人跳进一个水池。
3564543247_05cdbc31cf.jpg#zhm#3 两个青少年正跳入泳池。
3564543247_05cdbc31cf.jpg#zhm#4 两个十几岁的男孩跳落进一个旅店的游泳池里。
3565598162_56044bc2f7.jpg#zhm#0 女孩们跟着街边音乐家们跳舞。
3565598162_56044bc2f7.jpg#zhm#1 两个穿着蓬蓬裙的女孩正在街道上，在一些音乐家的前面跳着舞。
3565598162_56044bc2f7.jpg#zhm#2 两个女人正在跳舞，而男人们则在她们背后演奏着音乐。
3565598162_56044bc2f7.jpg#zhm#3 两个女人在人行道上跳舞，背景里有乐队，行人走过。
3565598162_56044bc2f7.jpg#zhm#4 两个女人穿着蓬松的裙子跟着男人们演奏的音乐跳舞来获取钱财，与此同时其他的路人经过她们。
3567061016_62768dcce1.jpg#zhm#0 一只鸟在空中飞。
3567061016_62768dcce1.jpg#zhm#1 一只鸟低飞到地面。
3567061016_62768dcce1.jpg#zhm#2 一只展开双翅的鸟。
3567061016_62768dcce1.jpg#zhm#3 一只鹰向草地飞去。
3567061016_62768dcce1.jpg#zhm#4 一只鹰正在飞行，绳子从它腿上拖拽下来。
3568197730_a071d7595b.jpg#zhm#0 一个日本剑客跳跃到空中。
3568197730_a071d7595b.jpg#zhm#1 一个穿着蓝色服装的人正在空中挥舞一把剑。
3568197730_a071d7595b.jpg#zhm#2 一个打扮成海盗的演员在户外公园里表演。
3568197730_a071d7595b.jpg#zhm#3 一个穿着蓝色长袍的人在空中，拿着一把剑。
3568197730_a071d7595b.jpg#zhm#4 穿着武士风格服装跳到半空中的男人。
3569406219_f37ebf7b92.jpg#zhm#0 一个穿着彩色衣服的日本妇女和一个穿着黑色衣服的男人走过一间木制房子。
3569406219_f37ebf7b92.jpg#zhm#1 一位穿着和服的女士看向相机。
3569406219_f37ebf7b92.jpg#zhm#2 两个人在空荡的城市街道上停下来。
3569406219_f37ebf7b92.jpg#zhm#3 两个穿着日本传统服饰的女人。
3569406219_f37ebf7b92.jpg#zhm#4 两个穿着日本和服的女人走在街上。
3569979711_6507841268.jpg#zhm#0 一个男孩在沙滩上做了一个翻转。
3569979711_6507841268.jpg#zhm#1 一个男孩正在海滩上做空中翻转。
3569979711_6507841268.jpg#zhm#2 一个在海滩上做后空翻的男人。
3569979711_6507841268.jpg#zhm#3 一个人在沙滩上做空中翻滚。
3569979711_6507841268.jpg#zhm#4 在海滩上一个十几岁的男孩正在空中做后空翻的动作。
3571147934_d1c8af1d6e.jpg#zhm#0 穿黑色衣服的女孩站在一群学生旁边。
3571147934_d1c8af1d6e.jpg#zhm#1 四个青少年站在砖墙前的楼梯脚下。
3571147934_d1c8af1d6e.jpg#zhm#2 孩子们在一座砖砌建筑边的楼梯底部等待着。
3571147934_d1c8af1d6e.jpg#zhm#3 人们站在街道旁一个建筑物的外面。
3571147934_d1c8af1d6e.jpg#zhm#4 青少年在一栋砖砌建筑物外聚集。
3572267708_9d8a81d4a4.jpg#zhm#0 穿着彩色衣服的女孩在跳舞。
3572267708_9d8a81d4a4.jpg#zhm#1 站在聚光灯下的女孩们穿着五颜六色的服装。
3572267708_9d8a81d4a4.jpg#zhm#2 三个穿着艳丽颜色衣服的女孩在舞台灯光下跳舞。
3572267708_9d8a81d4a4.jpg#zhm#3 三个穿着鲜艳颜色衣服的年轻的女孩在一个演出中表演。
3572267708_9d8a81d4a4.jpg#zhm#4 穿着彩色衣服的女人们正在弱光阶段表演。
3576259024_9c05b163aa.jpg#zhm#0 一个穿着蓝色衣服的人骑着一辆脏摩托跃起。
3576259024_9c05b163aa.jpg#zhm#1 一个骑着脏的自行车的人，在空中。
3576259024_9c05b163aa.jpg#zhm#2 一个骑着摩托车的人正在观众面前跳着越过一个土山坡。
3576259024_9c05b163aa.jpg#zhm#3 穿着蓝色制服的摩托车骑手在空中飞行。
3576259024_9c05b163aa.jpg#zhm#4 穿蓝衣服的人骑着摩托车在半空中。
3578841731_f775cab089.jpg#zhm#0 骑车在土道上行驶。
3578841731_f775cab089.jpg#zhm#1 一辆赛车在砾石赛道上加速扬起尘土。
3578841731_f775cab089.jpg#zhm#2 一辆红色和白色的跑车在泥土跑道上赛车。
3578841731_f775cab089.jpg#zhm#3 一辆红色色拉力车行驶在跑道上，身后溅起灰尘。
3578841731_f775cab089.jpg#zhm#4 车留下了一个灰尘的痕迹当他绕着越野赛道行驶。
3578914491_36019ba703.jpg#zhm#0 两只狗在抢某样东西。
3578914491_36019ba703.jpg#zhm#1 两只狗拽着一个黑色的东西打架。
3578914491_36019ba703.jpg#zhm#2 两只狗在草地上为一根棍子争斗，背景中一个湖泊。
3578914491_36019ba703.jpg#zhm#3 两只狗在水边附近相遇。
3578914491_36019ba703.jpg#zhm#4 两只狗，一只棕色一只黑色，在池塘附近的草地上玩拔河游戏。
3582742297_1daa29968e.jpg#zhm#0 一只黑色的狗和两只棕色和白色相间的狗在泥里嬉戏。
3582742297_1daa29968e.jpg#zhm#1 三只狗在沙滩上玩耍。
3582742297_1daa29968e.jpg#zhm#2 三只狗在一个田野里玩耍。
3582742297_1daa29968e.jpg#zhm#3 三只狗在沙地里玩得狂野。
3582742297_1daa29968e.jpg#zhm#4 三只狗在土场里一起追逐争斗。
3584534971_b44f82c4b9.jpg#zhm#0 一个人骑车带路，另外两个人在后面跟着。
3584534971_b44f82c4b9.jpg#zhm#1 几个自行车手正骑车穿过一片林地。
3584534971_b44f82c4b9.jpg#zhm#2 三个自行车手骑车走在树林附近被封锁的道路上。
3584534971_b44f82c4b9.jpg#zhm#3 三个在骑着山地自行车挑战森林地形。
3584534971_b44f82c4b9.jpg#zhm#4 三个山地车手在森林中竞赛。
3584561689_b6eb24dd70.jpg#zhm#0 一群男孩在打篮球。
3584561689_b6eb24dd70.jpg#zhm#1 一个篮球运动员投篮，其他球员试图拦截。
3584561689_b6eb24dd70.jpg#zhm#2 一些青少年正在篮网下面抢一个篮球。
3584561689_b6eb24dd70.jpg#zhm#3 这些人正在户外打篮球。
3584561689_b6eb24dd70.jpg#zhm#4 蓝天下两个男人在打篮球。
3584930205_a3f58a4b7c.jpg#zhm#0 一个男孩正在玩滑板。
3584930205_a3f58a4b7c.jpg#zhm#1 一个人踏着他的滑板跳下一个橙色斜坡。
3584930205_a3f58a4b7c.jpg#zhm#2 一个滑板运动员从一个斜道上豚跳下去。
3584930205_a3f58a4b7c.jpg#zhm#3 一个人做着一个滑板特技。
3584930205_a3f58a4b7c.jpg#zhm#4 在背景中的男人正在观看滑板者完成一个跳跃。
3585487286_ef9a8d4c56.jpg#zhm#0 两个牧羊犬在海边玩耍，吠叫着。
3585487286_ef9a8d4c56.jpg#zhm#1 两只狗在空旷的有海浪的海滩边跳跃。
3585487286_ef9a8d4c56.jpg#zhm#2 两只狗在沙滩上玩耍。
3585487286_ef9a8d4c56.jpg#zhm#3 两只棕白色的狗在海岸边叫，而在他们身后波浪滚滚。
3585487286_ef9a8d4c56.jpg#zhm#4 两只白色的狗正沿着一片沙滩跑跑跳跳，海洋在它们后面。
3585598356_8ce815bbb9.jpg#zhm#0 两个穿着特殊服装，头上戴着紫色花的女孩对着照相机摆姿势。
3585598356_8ce815bbb9.jpg#zhm#1 两个秀场女郎在一起摆姿势。
3585598356_8ce815bbb9.jpg#zhm#2 两个穿着金色和紫色演出服的女人脸上呈现出不同的表情。
3585598356_8ce815bbb9.jpg#zhm#3 两个穿着紫金色舞蹈服装的女人摆着造型。
3585598356_8ce815bbb9.jpg#zhm#4 两个穿着闪闪发光比基尼的女人在摆姿势。
3589367895_5d3729e3ea.jpg#zhm#0 一个人打扮成印度人，对着麦克风讲话。
3589367895_5d3729e3ea.jpg#zhm#1 一个美国本地人站在麦克风前准备演奏他的乐器。
3589367895_5d3729e3ea.jpg#zhm#2 一个穿着正装的印第安首领。
3589367895_5d3729e3ea.jpg#zhm#3 戴着头饰的印度人讲话。
3589367895_5d3729e3ea.jpg#zhm#4 那个男人带着羽毛穿的很像印第安人正站在麦克风前。
3589895574_ee08207d26.jpg#zhm#0 一个孩子在玩广场器材。
3589895574_ee08207d26.jpg#zhm#1 一个女孩正在一个公园里的金属杆上挂着。
3589895574_ee08207d26.jpg#zhm#2 一个快乐的孩子在操场的一个设施上悬挂着，朝着相机微笑。
3589895574_ee08207d26.jpg#zhm#3 一个穿着夹克衫的小女孩抓着一个柱子。
3589895574_ee08207d26.jpg#zhm#4 穿着灰色毛绒体恤吊在金属棒上的孩子。
3591458156_f1a9a33918.jpg#zhm#0 一个牛仔被猛然跃起的马踢开。
3591458156_f1a9a33918.jpg#zhm#1 一个牛仔从他骑的马身上被甩下来，站在旁边的裁判手里拿着一个黄色的旗子。
3591458156_f1a9a33918.jpg#zhm#2 一个在表演竞技的牛仔从马上摔下来。
3591458156_f1a9a33918.jpg#zhm#3 这只马把它的后腿踢向一个牛仔，另一个人站着看着。
3591458156_f1a9a33918.jpg#zhm#4 两个穿着西方服装的男人和一只向空中踢腿的棕色的马。
3591462960_86045906bd.jpg#zhm#0 一个人在竞技场中牵着一头公牛，其他戴牛仔帽的人在观看。
3591462960_86045906bd.jpg#zhm#1 一个男人一手扶着一头公牛飞在空中。
3591462960_86045906bd.jpg#zhm#2 一个马技表演者被一只黑色的公牛撞向空中，其他的牛仔在一旁观看。
